#k	TruePositives	FalsePositives	TrueNegatives	FalseNegatives	Precision	Recall	Accuracy	F-measure	HammingLoss
21	139	8	1480	113	0.963725490196078	0.565373563218391	0.543534482758621	0.60293513957307	0.0695402298850575
21	122	13	1494	111	0.927906976744186	0.525964696223317	0.508579638752052	0.576505199781061	0.071264367816092
21	135	9	1496	100	0.952898550724638	0.602729885057471	0.579741379310345	0.642159277504105	0.0626436781609195
21	131	11	1489	109	0.932765151515152	0.558908045977012	0.543103448275862	0.602709359605911	0.0689655172413793
22	141	6	1560	108	0.97029702970297	0.581955922865014	0.573002754820936	0.6547422274695	0.0628099173553719
22	129	7	1555	124	0.948369565217391	0.524793388429752	0.517217630853994	0.583864620228256	0.0721763085399449
22	151	15	1542	107	0.939716312056738	0.586088154269972	0.55702479338843	0.624990161353797	0.0672176308539945
22	157	12	1551	95	0.936468646864686	0.6133608815427	0.594214876033058	0.66415453233635	0.0589531680440771
22	115	8	1553	139	0.935897435897436	0.454545454545455	0.444490358126722	0.497914207005116	0.0809917355371901
22	145	16	1541	113	0.935763888888889	0.579299488390398	0.551062573789847	0.621881149153876	0.0710743801652893
22	138	11	1550	116	0.932407407407407	0.540633608815427	0.523691460055096	0.586540731995277	0.0699724517906336
22	168	13	1536	98	0.925925925925926	0.652203856749311	0.632920110192837	0.683038173947265	0.0611570247933884
22	149	13	1547	106	0.932971014492753	0.568181818181818	0.548760330578512	0.607792207792208	0.065564738292011
22	128	7	1543	137	0.947058823529412	0.487190082644628	0.478236914600551	0.538685556867375	0.0793388429752066
23	148	13	1625	119	0.939473684210526	0.549212598425197	0.528608923884514	0.592050993625797	0.0692913385826772
23	157	7	1622	119	0.962585034013606	0.574240719910011	0.567022872140982	0.628983877015373	0.0661417322834646
23	171	13	1615	106	0.950323624595469	0.604630671166104	0.586782902137233	0.656695185829044	0.0624671916010499
23	135	8	1623	139	0.944444444444445	0.522965879265092	0.514304461942257	0.57787776527934	0.0771653543307087
23	138	11	1623	133	0.919413919413919	0.501218597675291	0.491244844394451	0.55068343729761	0.0755905511811024
23	133	12	1625	135	0.908424908424908	0.5	0.490813648293963	0.543419572553431	0.0771653543307087
23	127	8	1632	138	0.944444444444445	0.478083989501312	0.467060367454068	0.521416072990876	0.0766404199475066
23	146	5	1626	128	0.97680412371134	0.544713160854893	0.536182977127859	0.604611923509561	0.0698162729658793
23	151	7	1618	129	0.940594059405941	0.533333333333333	0.530708661417323	0.600524934383202	0.0713910761154856
23	147	9	1632	117	0.952380952380953	0.543307086614173	0.525590551181102	0.583052118485189	0.0661417322834646
24	150	10	1694	126	0.947278911564626	0.539772727272727	0.528409090909091	0.591341991341991	0.0686868686868687
24	149	14	1691	126	0.910774410774411	0.534090909090909	0.514520202020202	0.578896103896104	0.0707070707070707
24	141	8	1686	145	0.951612903225806	0.498106060606061	0.48800505050505	0.551948051948052	0.0772727272727273
24	161	10	1690	119	0.958333333333333	0.590999278499279	0.57281746031746	0.642135642135642	0.0651515151515152
24	144	7	1688	141	0.958333333333333	0.518217893217893	0.50988455988456	0.566692903056539	0.0747474747474747
24	132	10	1700	138	0.919413919413919	0.493181818181818	0.481186868686869	0.534830447330447	0.0747474747474747
24	156	14	1678	132	0.92936507936508	0.558170995670996	0.543019480519481	0.61038961038961	0.0737373737373737
24	134	12	1695	139	0.937710437710438	0.511363636363637	0.488888888888889	0.562734487734488	0.0762626262626263
24	146	9	1682	143	0.947278911564626	0.529671717171717	0.519823232323232	0.582251082251082	0.0767676767676768
24	145	4	1696	135	0.980902777777778	0.530050505050505	0.523611111111111	0.58555796055796	0.0702020202020202
25	157	12	1764	137	0.944174757281553	0.538733609385783	0.523153899240856	0.588768115942029	0.0719806763285024
25	147	9	1777	137	0.953333333333333	0.540458937198067	0.527173913043478	0.58416149068323	0.0705314009661836
25	160	17	1754	139	0.898484848484849	0.563008971704624	0.546100759144238	0.608126293995859	0.0753623188405797
25	169	13	1757	131	0.936186186186186	0.576086956521739	0.561594202898551	0.628657694962043	0.0695652173913043
25	157	10	1768	135	0.946759259259259	0.557971014492753	0.541666666666666	0.612180814354727	0.070048309178744
25	159	10	1756	145	0.952160493827161	0.540458937198068	0.523188405797101	0.599551414768806	0.0748792270531401
25	171	11	1758	130	0.962305295950156	0.567028985507246	0.545772946859903	0.618190706234185	0.0681159420289855
25	152	9	1768	141	0.940938511326861	0.528899240855763	0.517425810904072	0.579286655373612	0.072463768115942
25	158	14	1764	134	0.931891025641026	0.539855072463768	0.515096618357488	0.585369220151829	0.0714975845410628
25	130	2	1776	162	0.98936170212766	0.467995169082126	0.464009661835749	0.530227743271221	0.0792270531400966
26	172	18	1812	143	0.915217391304348	0.560855810855811	0.538361638361639	0.611832611832612	0.0750582750582751
26	181	9	1842	113	0.94774011299435	0.624125874125874	0.613636363636364	0.673692973692974	0.0568764568764569
26	170	12	1840	123	0.937158469945355	0.603146853146853	0.582750582750583	0.65970695970696	0.0629370629370629
26	174	16	1825	130	0.91820987654321	0.572843822843823	0.554079254079254	0.60985680985681	0.0680652680652681
26	177	15	1826	127	0.937134502923977	0.5995670995671	0.571595071595072	0.639018557200375	0.0662004662004662
26	181	13	1832	119	0.949724517906336	0.606643356643357	0.588228438228438	0.666766566766567	0.0615384615384615
26	153	10	1843	139	0.94336569579288	0.540709290709291	0.532550782550782	0.58357400175582	0.0694638694638695
26	189	17	1813	126	0.940573770491803	0.638361638361639	0.61038961038961	0.684160284160285	0.0666666666666667
26	158	11	1838	138	0.935779816513762	0.536713286713287	0.527972027972028	0.592007992007992	0.0694638694638695
26	169	11	1830	135	0.93952802359882	0.587495837495837	0.578404928404928	0.636929736929737	0.0680652680652681
27	184	13	1909	129	0.939890710382514	0.609060402684564	0.591163310961969	0.657430488974113	0.0635346756152125
27	161	13	1901	160	0.949685534591195	0.521732182806008	0.49712368168744	0.560841395740725	0.0774049217002237
27	155	4	1928	148	0.979166666666667	0.538031319910515	0.532997762863535	0.60054330457015	0.0680089485458613
27	182	16	1885	152	0.942424242424243	0.550191754554171	0.528267817193992	0.59399701715138	0.0751677852348993
27	203	12	1905	115	0.950136612021858	0.647651006711409	0.633557046979866	0.687440076701822	0.0568232662192394
27	175	16	1891	153	0.936063218390805	0.549776286353468	0.529418344519016	0.600990731863215	0.0756152125279642
27	177	15	1901	142	0.931034482758621	0.561633109619687	0.53758389261745	0.606567593480345	0.0702460850111857
27	183	17	1903	132	0.918091168091168	0.575503355704698	0.555257270693512	0.618855864493449	0.0666666666666667
27	177	16	1911	131	0.929710144927536	0.588814317673378	0.560850111856823	0.620198146372643	0.0657718120805369
27	159	11	1899	166	0.938073394495413	0.501933525087887	0.489069990412272	0.556356469779289	0.0791946308724832
28	186	14	1976	134	0.934139784946237	0.592316017316017	0.576515151515152	0.640311276025562	0.0640692640692641
28	170	15	1978	147	0.934322033898305	0.548160173160173	0.521753246753247	0.595346320346321	0.0701298701298701
28	169	10	1976	155	0.949275362318841	0.523268398268398	0.510281385281385	0.582405689548547	0.0714285714285714
28	161	12	1982	155	0.956060606060606	0.511363636363636	0.490151515151515	0.560451453308596	0.0722943722943723
28	170	7	1993	140	0.961111111111111	0.566991341991342	0.561580086580087	0.624489795918368	0.0636363636363636
28	183	9	1969	149	0.96379781420765	0.559755720470006	0.550231910946197	0.623108637394352	0.0683982683982684
28	169	11	1981	149	0.940579710144928	0.533549783549784	0.525649350649351	0.58800247371676	0.0692640692640693
28	191	19	1961	139	0.915972222222222	0.573593073593074	0.551948051948052	0.613141620284478	0.0683982683982684
28	188	18	1974	130	0.932231404958678	0.597402597402597	0.573809523809524	0.634343434343435	0.0640692640692641
28	188	10	1974	138	0.953776041666667	0.600649350649351	0.589393939393939	0.660961657390229	0.0640692640692641
29	193	10	2060	137	0.948347107438017	0.566741071428572	0.556845238095238	0.614077380952381	0.06125
29	167	11	2064	158	0.948377581120944	0.515625	0.505833333333333	0.563869047619048	0.0704166666666667
